state,date,value,disease
Nevada,2020-07-01,0.85,Covid
Nevada,2020-08-01,0.52,Covid
Nevada,2020-09-01,0.32,Covid
Nevada,2020-10-01,0.95,Covid
Nevada,2020-11-01,0.12,Covid
Nevada,2020-12-01,0.38,Covid
Nevada,2021-01-01,0.51,Covid
Nevada,2021-02-01,0.31,Covid
Nevada,2021-03-01,0.54,Covid
Nevada,2021-04-01,0.47,Covid
Nevada,2021-05-01,0.57,Covid
Nevada,2021-06-01,0.83,Covid
Nevada,2021-07-01,0.09,Covid
Nevada,2021-08-01,0.21,Covid
Nevada,2021-09-01,0.85,Covid
Nevada,2021-10-01,0.2,Covid
Nevada,2021-11-01,0.92,Covid
Nevada,2021-12-01,0.92,Covid
Nevada,2022-01-01,0.27,Covid
Nevada,2022-02-01,0.34,Covid
Nevada,2022-03-01,0.17,Covid
Nevada,2022-04-01,0.21,Covid
Nevada,2022-05-01,0.35,Covid
Nevada,2022-06-01,0.75,Covid
Nevada,2022-07-01,0.66,Covid
Nevada,2022-08-01,0.58,Covid
Nevada,2022-09-01,0.05,Covid
Nevada,2022-10-01,0.52,Covid
Nevada,2022-11-01,0.3,Covid
Nevada,2022-12-01,0.67,Covid
Nevada,2023-01-01,0.12,Covid
Nevada,2023-02-01,0.72,Covid
Nevada,2023-03-01,0.34,Covid
Nevada,2023-04-01,0.23,Covid
Nevada,2023-05-01,0.43,Covid
Nevada,2023-06-01,0.34,Covid
Nevada,2023-07-01,0.63,Covid
Nevada,2023-08-01,0.89,Covid
Nevada,2023-09-01,0.01,Covid
Nevada,2023-10-01,0.62,Covid
Nevada,2023-11-01,0.83,Covid
Nevada,2023-12-01,0.71,Covid
Nevada,2024-01-01,0.13,Covid
Nevada,2024-02-01,0.5,Covid
Nevada,2024-03-01,0.09,Covid
Nevada,2024-04-01,0.32,Covid
Nevada,2024-05-01,0.36,Covid
Nevada,2024-06-01,0.54,Covid
Nevada,2024-07-01,0.52,Covid
Nevada,2024-08-01,0.03,Covid
Nevada,2024-09-01,0.8,Covid
Nevada,2024-10-01,0.39,Covid
Nevada,2024-11-01,0.96,Covid
Nevada,2024-12-01,0.73,Covid
New Hampshire,2020-01-01,0.62,Covid
New Hampshire,2020-02-01,0.34,Covid
New Hampshire,2020-03-01,0.7,Covid
New Hampshire,2020-04-01,0.56,Covid
New Hampshire,2020-05-01,0.05,Covid
New Hampshire,2020-06-01,0.23,Covid
New Hampshire,2020-07-01,0.42,Covid
New Hampshire,2020-08-01,0.75,Covid
New Hampshire,2020-09-01,0.39,Covid
New Hampshire,2020-10-01,0.4,Covid
New Hampshire,2020-11-01,0.66,Covid
New Hampshire,2020-12-01,0.25,Covid
New Hampshire,2021-01-01,0.13,Covid
New Hampshire,2021-02-01,0.49,Covid
New Hampshire,2021-03-01,0.78,Covid
New Hampshire,2021-04-01,0.08,Covid
New Hampshire,2021-05-01,0.27,Covid
New Hampshire,2021-06-01,0.41,Covid
New Hampshire,2021-07-01,0.92,Covid
New Hampshire,2021-08-01,0.03,Covid
New Hampshire,2021-09-01,0.04,Covid
New Hampshire,2021-10-01,0.07,Covid
New Hampshire,2021-11-01,0.95,Covid
New Hampshire,2021-12-01,0.42,Covid
New Hampshire,2022-01-01,0.19,Covid
New Hampshire,2022-02-01,0.61,Covid
New Hampshire,2022-03-01,0.77,Covid
New Hampshire,2022-04-01,0.64,Covid
New Hampshire,2022-05-01,0.07,Covid
New Hampshire,2022-06-01,0.09,Covid
New Hampshire,2022-07-01,0.83,Covid
New Hampshire,2022-08-01,0.45,Covid
New Hampshire,2022-09-01,0.76,Covid
New Hampshire,2022-10-01,0.49,Covid
New Hampshire,2022-11-01,0.59,Covid
New Hampshire,2022-12-01,0.69,Covid
New Hampshire,2023-01-01,0.81,Covid
New Hampshire,2023-02-01,0.08,Covid
New Hampshire,2023-03-01,0.71,Covid
New Hampshire,2023-04-01,0.39,Covid
New Hampshire,2023-05-01,0.63,Covid
New Hampshire,2023-06-01,0.76,Covid
New Hampshire,2023-07-01,0.26,Covid
New Hampshire,2023-08-01,0.68,Covid
New Hampshire,2023-09-01,0.31,Covid
New Hampshire,2023-10-01,0.51,Covid
New Hampshire,2023-11-01,0.38,Covid
New Hampshire,2023-12-01,0.81,Covid
New Hampshire,2024-01-01,0.65,Covid
New Hampshire,2024-02-01,0.22,Covid
New Hampshire,2024-03-01,0.89,Covid
New Hampshire,2024-04-01,0.14,Covid
New Hampshire,2024-05-01,0.5,Covid
New Hampshire,2024-06-01,0.72,Covid
New Hampshire,2024-07-01,0.17,Covid
New Hampshire,2024-08-01,0.32,Covid
New Hampshire,2024-09-01,0.21,Covid
New Hampshire,2024-10-01,0.23,Covid
New Hampshire,2024-11-01,0.3,Covid
New Hampshire,2024-12-01,0.87,Covid
New Jersey,2020-01-01,0.26,Covid
New Jersey,2020-02-01,0.26,Covid
New Jersey,2020-03-01,0.75,Covid
New Jersey,2020-04-01,0.39,Covid
New Jersey,2020-05-01,0.69,Covid
New Jersey,2020-06-01,0.66,Covid
New Jersey,2020-07-01,0.24,Covid
New Jersey,2020-08-01,0.4,Covid
New Jersey,2020-09-01,0.24,Covid
New Jersey,2020-10-01,0.4,Covid
New Jersey,2020-11-01,0.64,Covid
New Jersey,2020-12-01,0.66,Covid
New Jersey,2021-01-01,0.53,Covid
New Jersey,2021-02-01,0.02,Covid
New Jersey,2021-03-01,0.22,Covid
New Jersey,2021-04-01,0.52,Covid
New Jersey,2021-05-01,0.66,Covid
New Jersey,2021-06-01,0.2,Covid
New Jersey,2021-07-01,0.19,Covid
New Jersey,2021-08-01,0.68,Covid
New Jersey,2021-09-01,0.85,Covid
New Jersey,2021-10-01,0.72,Covid
New Jersey,2021-11-01,0.24,Covid
New Jersey,2021-12-01,0.51,Covid
New Jersey,2022-01-01,0.41,Covid
New Jersey,2022-02-01,0.18,Covid
New Jersey,2022-03-01,0.61,Covid
New Jersey,2022-04-01,0.73,Covid
New Jersey,2022-05-01,0.03,Covid
New Jersey,2022-06-01,0.79,Covid
New Jersey,2022-07-01,0.29,Covid
New Jersey,2022-08-01,0.52,Covid
New Jersey,2022-09-01,0.15,Covid
New Jersey,2022-10-01,0.53,Covid
New Jersey,2022-11-01,0.83,Covid
New Jersey,2022-12-01,0.7,Covid
New Jersey,2023-01-01,0.71,Covid
New Jersey,2023-02-01,0.26,Covid
New Jersey,2023-03-01,0.86,Covid
New Jersey,2023-04-01,0.96,Covid
New Jersey,2023-05-01,0.49,Covid
New Jersey,2023-06-01,0.29,Covid
New Jersey,2023-07-01,0.28,Covid
New Jersey,2023-08-01,0.87,Covid
New Jersey,2023-09-01,0.87,Covid
New Jersey,2023-10-01,0.27,Covid
New Jersey,2023-11-01,0.04,Covid
New Jersey,2023-12-01,0.91,Covid
New Jersey,2024-01-01,0.89,Covid
New Jersey,2024-02-01,0.28,Covid
New Jersey,2024-03-01,0.66,Covid
New Jersey,2024-04-01,0.25,Covid
New Jersey,2024-05-01,0.41,Covid
New Jersey,2024-06-01,0.97,Covid
New Jersey,2024-07-01,0.29,Covid
New Jersey,2024-08-01,0.88,Covid
New Jersey,2024-09-01,0.84,Covid
New Jersey,2024-10-01,0.69,Covid
New Jersey,2024-11-01,0.76,Covid
New Jersey,2024-12-01,0.03,Covid
New Mexico,2020-01-01,0.41,Covid
New Mexico,2020-02-01,0.16,Covid
New Mexico,2020-03-01,0.48,Covid
New Mexico,2020-04-01,0.27,Covid
New Mexico,2020-05-01,0.21,Covid
New Mexico,2020-06-01,0.77,Covid
New Mexico,2020-07-01,0.23,Covid
New Mexico,2020-08-01,0.65,Covid
New Mexico,2020-09-01,0.5,Covid
New Mexico,2020-10-01,0.84,Covid
New Mexico,2020-11-01,0.52,Covid
New Mexico,2020-12-01,0.91,Covid
New Mexico,2021-01-01,0.15,Covid
New Mexico,2021-02-01,1.0,Covid
New Mexico,2021-03-01,0.7,Covid
New Mexico,2021-04-01,0.09,Covid
New Mexico,2021-05-01,0.94,Covid
New Mexico,2021-06-01,0.0,Covid
New Mexico,2021-07-01,0.33,Covid
New Mexico,2021-08-01,0.5,Covid
New Mexico,2021-09-01,0.7,Covid
New Mexico,2021-10-01,0.85,Covid
New Mexico,2021-11-01,0.57,Covid
New Mexico,2021-12-01,0.92,Covid
New Mexico,2022-01-01,0.37,Covid
New Mexico,2022-02-01,0.87,Covid
New Mexico,2022-03-01,0.13,Covid
New Mexico,2022-04-01,0.35,Covid
New Mexico,2022-05-01,0.43,Covid
New Mexico,2022-06-01,0.42,Covid
New Mexico,2022-07-01,0.54,Covid
New Mexico,2022-08-01,0.87,Covid
New Mexico,2022-09-01,0.84,Covid
New Mexico,2022-10-01,0.37,Covid
New Mexico,2022-11-01,0.45,Covid
New Mexico,2022-12-01,0.69,Covid
New Mexico,2023-01-01,0.79,Covid
New Mexico,2023-02-01,0.62,Covid
New Mexico,2023-03-01,0.91,Covid
New Mexico,2023-04-01,0.71,Covid
New Mexico,2023-05-01,0.87,Covid
New Mexico,2023-06-01,0.15,Covid
New Mexico,2023-07-01,0.52,Covid
New Mexico,2023-08-01,0.63,Covid
New Mexico,2023-09-01,0.19,Covid
New Mexico,2023-10-01,0.02,Covid
New Mexico,2023-11-01,0.78,Covid
New Mexico,2023-12-01,0.79,Covid
New Mexico,2024-01-01,1.0,Covid
New Mexico,2024-02-01,0.53,Covid
New Mexico,2024-03-01,0.19,Covid
New Mexico,2024-04-01,0.81,Covid
New Mexico,2024-05-01,0.59,Covid
New Mexico,2024-06-01,0.72,Covid
New Mexico,2024-07-01,0.12,Covid
New Mexico,2024-08-01,0.02,Covid
New Mexico,2024-09-01,0.91,Covid
New Mexico,2024-10-01,0.56,Covid
New Mexico,2024-11-01,0.34,Covid
New Mexico,2024-12-01,0.41,Covid
New York,2020-01-01,0.26,Covid
New York,2020-02-01,0.64,Covid
New York,2020-03-01,0.65,Covid
New York,2020-04-01,0.52,Covid
New York,2020-05-01,0.04,Covid
New York,2020-06-01,0.56,Covid
New York,2020-07-01,0.01,Covid
New York,2020-08-01,0.77,Covid
New York,2020-09-01,0.9,Covid
New York,2020-10-01,0.85,Covid
New York,2020-11-01,0.59,Covid
New York,2020-12-01,0.26,Covid
New York,2021-01-01,0.4,Covid
New York,2021-02-01,0.23,Covid
New York,2021-03-01,0.94,Covid
New York,2021-04-01,0.24,Covid
New York,2021-05-01,0.21,Covid
New York,2021-06-01,0.72,Covid
New York,2021-07-01,0.65,Covid
New York,2021-08-01,0.4,Covid
New York,2021-09-01,0.06,Covid
New York,2021-10-01,0.68,Covid
New York,2021-11-01,0.74,Covid
New York,2021-12-01,0.4,Covid
New York,2022-01-01,0.52,Covid
New York,2022-02-01,0.82,Covid
New York,2022-03-01,0.33,Covid
New York,2022-04-01,0.43,Covid
New York,2022-05-01,0.7,Covid
New York,2022-06-01,0.98,Covid
New York,2022-07-01,0.96,Covid
New York,2022-08-01,0.73,Covid
New York,2022-09-01,0.12,Covid
New York,2022-10-01,0.79,Covid
New York,2022-11-01,0.31,Covid
New York,2022-12-01,0.03,Covid
New York,2023-01-01,0.53,Covid
New York,2023-02-01,0.34,Covid
New York,2023-03-01,0.97,Covid
New York,2023-04-01,0.27,Covid
New York,2023-05-01,0.25,Covid
New York,2023-06-01,0.35,Covid
New York,2023-07-01,0.35,Covid
New York,2023-08-01,0.36,Covid
New York,2023-09-01,0.51,Covid
New York,2023-10-01,0.12,Covid
New York,2023-11-01,0.12,Covid
New York,2023-12-01,0.71,Covid
New York,2024-01-01,0.17,Covid
New York,2024-02-01,0.22,Covid
New York,2024-03-01,0.6,Covid
New York,2024-04-01,0.85,Covid
New York,2024-05-01,0.62,Covid
New York,2024-06-01,0.35,Covid
New York,2024-07-01,0.96,Covid
New York,2024-08-01,0.06,Covid
New York,2024-09-01,0.6,Covid
New York,2024-10-01,0.37,Covid
New York,2024-11-01,0.87,Covid
New York,2024-12-01,0.98,Covid
North Carolina,2020-01-01,0.61,Covid
North Carolina,2020-02-01,0.17,Covid
North Carolina,2020-03-01,0.4,Covid
North Carolina,2020-04-01,0.29,Covid
North Carolina,2020-05-01,0.49,Covid
North Carolina,2020-06-01,0.05,Covid
North Carolina,2020-07-01,0.89,Covid
North Carolina,2020-08-01,0.05,Covid
North Carolina,2020-09-01,0.69,Covid
North Carolina,2020-10-01,0.28,Covid
North Carolina,2020-11-01,0.76,Covid
North Carolina,2020-12-01,0.84,Covid
North Carolina,2021-01-01,0.54,Covid
North Carolina,2021-02-01,0.17,Covid
North Carolina,2021-03-01,0.53,Covid
North Carolina,2021-04-01,0.8,Covid
North Carolina,2021-05-01,0.37,Covid
North Carolina,2021-06-01,0.7,Covid
North Carolina,2021-07-01,0.76,Covid
North Carolina,2021-08-01,0.64,Covid
North Carolina,2021-09-01,0.1,Covid
North Carolina,2021-10-01,0.75,Covid
North Carolina,2021-11-01,0.85,Covid
North Carolina,2021-12-01,0.99,Covid
North Carolina,2022-01-01,0.04,Covid
North Carolina,2022-02-01,0.86,Covid
North Carolina,2022-03-01,0.34,Covid
North Carolina,2022-04-01,0.28,Covid
North Carolina,2022-05-01,0.83,Covid
North Carolina,2022-06-01,0.9,Covid
North Carolina,2022-07-01,0.41,Covid
North Carolina,2022-08-01,0.37,Covid
North Carolina,2022-09-01,0.52,Covid
North Carolina,2022-10-01,0.76,Covid
North Carolina,2022-11-01,0.63,Covid
North Carolina,2022-12-01,0.03,Covid
North Carolina,2023-01-01,0.57,Covid
North Carolina,2023-02-01,0.01,Covid
North Carolina,2023-03-01,0.66,Covid
North Carolina,2023-04-01,0.99,Covid
North Carolina,2023-05-01,0.94,Covid
North Carolina,2023-06-01,0.83,Covid
North Carolina,2023-07-01,0.38,Covid
North Carolina,2023-08-01,0.28,Covid
North Carolina,2023-09-01,0.42,Covid
North Carolina,2023-10-01,0.24,Covid
North Carolina,2023-11-01,0.41,Covid
North Carolina,2023-12-01,0.24,Covid
North Carolina,2024-01-01,0.0,Covid
North Carolina,2024-02-01,0.98,Covid
North Carolina,2024-03-01,0.97,Covid
North Carolina,2024-04-01,0.47,Covid
North Carolina,2024-05-01,0.23,Covid
North Carolina,2024-06-01,0.39,Covid
North Carolina,2024-07-01,0.82,Covid
North Carolina,2024-08-01,0.26,Covid
North Carolina,2024-09-01,0.22,Covid
North Carolina,2024-10-01,0.98,Covid
North Carolina,2024-11-01,0.28,Covid
North Carolina,2024-12-01,0.2,Covid
North Dakota,2020-01-01,0.39,Covid
North Dakota,2020-02-01,0.27,Covid
North Dakota,2020-03-01,0.74,Covid
North Dakota,2020-04-01,0.54,Covid
North Dakota,2020-05-01,0.83,Covid
North Dakota,2020-06-01,0.62,Covid
North Dakota,2020-07-01,0.27,Covid
North Dakota,2020-08-01,0.73,Covid
North Dakota,2020-09-01,0.69,Covid
North Dakota,2020-10-01,0.7,Covid
North Dakota,2020-11-01,0.28,Covid
North Dakota,2020-12-01,0.88,Covid
North Dakota,2021-01-01,0.15,Covid
North Dakota,2021-02-01,0.37,Covid
North Dakota,2021-03-01,0.11,Covid
North Dakota,2021-04-01,0.97,Covid
North Dakota,2021-05-01,0.6,Covid
North Dakota,2021-06-01,0.28,Covid
North Dakota,2021-07-01,0.37,Covid
North Dakota,2021-08-01,0.41,Covid
North Dakota,2021-09-01,0.01,Covid
North Dakota,2021-10-01,0.06,Covid
North Dakota,2021-11-01,0.73,Covid
North Dakota,2021-12-01,0.14,Covid
North Dakota,2022-01-01,0.92,Covid
North Dakota,2022-02-01,0.65,Covid
North Dakota,2022-03-01,0.6,Covid
North Dakota,2022-04-01,0.58,Covid
North Dakota,2022-05-01,0.41,Covid
North Dakota,2022-06-01,0.57,Covid
North Dakota,2022-07-01,0.67,Covid
North Dakota,2022-08-01,0.49,Covid
North Dakota,2022-09-01,0.38,Covid
North Dakota,2022-10-01,0.99,Covid
North Dakota,2022-11-01,0.99,Covid
North Dakota,2022-12-01,1.0,Covid
North Dakota,2023-01-01,0.59,Covid
North Dakota,2023-02-01,0.62,Covid
North Dakota,2023-03-01,0.36,Covid
North Dakota,2023-04-01,0.73,Covid
North Dakota,2023-05-01,0.39,Covid
North Dakota,2023-06-01,0.16,Covid
North Dakota,2023-07-01,0.02,Covid
North Dakota,2023-08-01,0.29,Covid
North Dakota,2023-09-01,0.78,Covid
North Dakota,2023-10-01,0.95,Covid
North Dakota,2023-11-01,0.79,Covid
North Dakota,2023-12-01,0.39,Covid
North Dakota,2024-01-01,0.51,Covid
North Dakota,2024-02-01,0.1,Covid
North Dakota,2024-03-01,0.84,Covid
North Dakota,2024-04-01,0.82,Covid
North Dakota,2024-05-01,0.33,Covid
North Dakota,2024-06-01,0.32,Covid
North Dakota,2024-07-01,0.38,Covid
North Dakota,2024-08-01,0.25,Covid
North Dakota,2024-09-01,0.67,Covid
North Dakota,2024-10-01,0.56,Covid
North Dakota,2024-11-01,0.05,Covid
North Dakota,2024-12-01,0.71,Covid
Ohio,2020-01-01,0.87,Covid
Ohio,2020-02-01,0.34,Covid
Ohio,2020-03-01,0.37,Covid
Ohio,2020-04-01,0.91,Covid
Ohio,2020-05-01,0.45,Covid
Ohio,2020-06-01,0.82,Covid
Ohio,2020-07-01,0.62,Covid
Ohio,2020-08-01,0.34,Covid
Ohio,2020-09-01,0.88,Covid
Ohio,2020-10-01,0.54,Covid
Ohio,2020-11-01,0.62,Covid
Ohio,2020-12-01,0.08,Covid
Ohio,2021-01-01,0.31,Covid
Ohio,2021-02-01,0.56,Covid
Ohio,2021-03-01,0.34,Covid
Ohio,2021-04-01,0.52,Covid
Ohio,2021-05-01,0.59,Covid
Ohio,2021-06-01,0.81,Covid
Ohio,2021-07-01,0.21,Covid
Ohio,2021-08-01,0.5,Covid
Ohio,2021-09-01,0.04,Covid
Ohio,2021-10-01,0.29,Covid
Ohio,2021-11-01,0.17,Covid
Ohio,2021-12-01,0.79,Covid
Ohio,2022-01-01,0.96,Covid
Ohio,2022-02-01,0.1,Covid
Ohio,2022-03-01,0.74,Covid
Ohio,2022-04-01,0.47,Covid
Ohio,2022-05-01,0.74,Covid
Ohio,2022-06-01,0.87,Covid
Ohio,2022-07-01,0.23,Covid
Ohio,2022-08-01,0.88,Covid
Ohio,2022-09-01,0.81,Covid
Ohio,2022-10-01,0.38,Covid
Ohio,2022-11-01,0.8,Covid
Ohio,2022-12-01,0.46,Covid
Ohio,2023-01-01,0.08,Covid
Ohio,2023-02-01,0.03,Covid
Ohio,2023-03-01,0.08,Covid
Ohio,2023-04-01,0.71,Covid
Ohio,2023-05-01,0.28,Covid
Ohio,2023-06-01,0.85,Covid
Ohio,2023-07-01,0.19,Covid
Ohio,2023-08-01,0.37,Covid
Ohio,2023-09-01,0.49,Covid
Ohio,2023-10-01,0.23,Covid
Ohio,2023-11-01,0.11,Covid
Ohio,2023-12-01,0.45,Covid
Ohio,2024-01-01,0.33,Covid
Ohio,2024-02-01,0.45,Covid
Ohio,2024-03-01,0.23,Covid
Ohio,2024-04-01,0.64,Covid
Ohio,2024-05-01,0.04,Covid
Ohio,2024-06-01,0.68,Covid
Ohio,2024-07-01,0.53,Covid
Ohio,2024-08-01,0.71,Covid
Ohio,2024-09-01,0.04,Covid
Ohio,2024-10-01,0.7,Covid
Ohio,2024-11-01,0.41,Covid
Ohio,2024-12-01,1.0,Covid
Oklahoma,2020-01-01,0.66,Covid
Oklahoma,2020-02-01,0.02,Covid
Oklahoma,2020-03-01,0.91,Covid
Oklahoma,2020-04-01,0.52,Covid
Oklahoma,2020-05-01,0.85,Covid
Oklahoma,2020-06-01,0.52,Covid
Oklahoma,2020-07-01,0.07,Covid
Oklahoma,2020-08-01,0.24,Covid
Oklahoma,2020-09-01,0.36,Covid
Oklahoma,2020-10-01,0.34,Covid
Oklahoma,2020-11-01,0.29,Covid
Oklahoma,2020-12-01,0.8,Covid
Oklahoma,2021-01-01,0.15,Covid
Oklahoma,2021-02-01,0.78,Covid
Oklahoma,2021-03-01,0.93,Covid
Oklahoma,2021-04-01,0.64,Covid
Oklahoma,2021-05-01,0.78,Covid
Oklahoma,2021-06-01,0.51,Covid
Oklahoma,2021-07-01,0.92,Covid
Oklahoma,2021-08-01,0.98,Covid
Oklahoma,2021-09-01,0.82,Covid
Oklahoma,2021-10-01,0.0,Covid
Oklahoma,2021-11-01,0.25,Covid
Oklahoma,2021-12-01,0.93,Covid
Oklahoma,2022-01-01,0.53,Covid
Oklahoma,2022-02-01,0.67,Covid
Oklahoma,2022-03-01,0.55,Covid
Oklahoma,2022-04-01,0.67,Covid
Oklahoma,2022-05-01,0.48,Covid
Oklahoma,2022-06-01,0.33,Covid
Oklahoma,2022-07-01,0.19,Covid
Oklahoma,2022-08-01,0.72,Covid
Oklahoma,2022-09-01,0.97,Covid
Oklahoma,2022-10-01,0.9,Covid
Oklahoma,2022-11-01,0.91,Covid
Oklahoma,2022-12-01,0.73,Covid
Oklahoma,2023-01-01,0.43,Covid
Oklahoma,2023-02-01,0.45,Covid
Oklahoma,2023-03-01,0.73,Covid
Oklahoma,2023-04-01,0.5,Covid
Oklahoma,2023-05-01,0.19,Covid
Oklahoma,2023-06-01,0.23,Covid
Oklahoma,2023-07-01,0.08,Covid
Oklahoma,2023-08-01,0.73,Covid
Oklahoma,2023-09-01,0.77,Covid
Oklahoma,2023-10-01,0.22,Covid
Oklahoma,2023-11-01,0.01,Covid
Oklahoma,2023-12-01,0.54,Covid
Oklahoma,2024-01-01,0.83,Covid
Oklahoma,2024-02-01,0.08,Covid
Oklahoma,2024-03-01,0.79,Covid
Oklahoma,2024-04-01,0.56,Covid
Oklahoma,2024-05-01,0.42,Covid
Oklahoma,2024-06-01,0.95,Covid
Oklahoma,2024-07-01,0.39,Covid
Oklahoma,2024-08-01,0.9,Covid
Oklahoma,2024-09-01,0.18,Covid
Oklahoma,2024-10-01,0.71,Covid
Oklahoma,2024-11-01,0.31,Covid
Oklahoma,2024-12-01,0.54,Covid
Oregon,2020-01-01,0.43,Covid
Oregon,2020-02-01,0.84,Covid
Oregon,2020-03-01,0.42,Covid
Oregon,2020-04-01,0.38,Covid
Oregon,2020-05-01,0.35,Covid
Oregon,2020-06-01,0.04,Covid
Oregon,2020-07-01,0.13,Covid
Oregon,2020-08-01,0.46,Covid
Oregon,2020-09-01,0.25,Covid
Oregon,2020-10-01,0.39,Covid
Oregon,2020-11-01,0.51,Covid
Oregon,2020-12-01,0.29,Covid
Oregon,2021-01-01,0.49,Covid
Oregon,2021-02-01,0.21,Covid
Oregon,2021-03-01,0.66,Covid
Oregon,2021-04-01,0.6,Covid
Oregon,2021-05-01,0.73,Covid
Oregon,2021-06-01,0.96,Covid
Oregon,2021-07-01,0.06,Covid
Oregon,2021-08-01,0.77,Covid
Oregon,2021-09-01,0.94,Covid
Oregon,2021-10-01,0.87,Covid
Oregon,2021-11-01,0.6,Covid
Oregon,2021-12-01,0.18,Covid
Oregon,2022-01-01,0.18,Covid
Oregon,2022-02-01,0.02,Covid
Oregon,2022-03-01,0.05,Covid
Oregon,2022-04-01,0.11,Covid
Oregon,2022-05-01,0.93,Covid
Oregon,2022-06-01,0.49,Covid
Oregon,2022-07-01,0.36,Covid
Oregon,2022-08-01,0.01,Covid
Oregon,2022-09-01,0.37,Covid
Oregon,2022-10-01,0.71,Covid
Oregon,2022-11-01,0.3,Covid
Oregon,2022-12-01,0.2,Covid
Oregon,2023-01-01,0.49,Covid
Oregon,2023-02-01,0.8,Covid
Oregon,2023-03-01,0.84,Covid
Oregon,2023-04-01,0.27,Covid
Oregon,2023-05-01,0.12,Covid
Oregon,2023-06-01,0.69,Covid
Oregon,2023-07-01,0.55,Covid
Oregon,2023-08-01,0.15,Covid
Oregon,2023-09-01,0.72,Covid
Oregon,2023-10-01,0.75,Covid
Oregon,2023-11-01,0.53,Covid
Oregon,2023-12-01,0.66,Covid
Oregon,2024-01-01,0.35,Covid
Oregon,2024-02-01,0.36,Covid
Oregon,2024-03-01,0.33,Covid
Oregon,2024-04-01,0.04,Covid
Oregon,2024-05-01,0.49,Covid
Oregon,2024-06-01,0.51,Covid
Oregon,2024-07-01,0.21,Covid
Oregon,2024-08-01,0.02,Covid
Oregon,2024-09-01,0.74,Covid
Oregon,2024-10-01,0.34,Covid
Oregon,2024-11-01,0.74,Covid
Oregon,2024-12-01,0.51,Covid
Pennsylvania,2020-01-01,0.85,Covid
Pennsylvania,2020-02-01,0.41,Covid
Pennsylvania,2020-03-01,0.07,Covid
Pennsylvania,2020-04-01,0.54,Covid
Pennsylvania,2020-05-01,0.3,Covid
Pennsylvania,2020-06-01,0.59,Covid
Pennsylvania,2020-07-01,0.09,Covid
Pennsylvania,2020-08-01,0.66,Covid
Pennsylvania,2020-09-01,0.96,Covid
Pennsylvania,2020-10-01,0.72,Covid
Pennsylvania,2020-11-01,0.62,Covid
Pennsylvania,2020-12-01,0.52,Covid
Pennsylvania,2021-01-01,0.53,Covid
Pennsylvania,2021-02-01,0.45,Covid
Pennsylvania,2021-03-01,0.54,Covid
Pennsylvania,2021-04-01,0.73,Covid
Pennsylvania,2021-05-01,0.42,Covid
Pennsylvania,2021-06-01,0.91,Covid
Pennsylvania,2021-07-01,0.85,Covid
Pennsylvania,2021-08-01,0.44,Covid
Pennsylvania,2021-09-01,0.77,Covid
Pennsylvania,2021-10-01,0.24,Covid
Pennsylvania,2021-11-01,0.64,Covid
Pennsylvania,2021-12-01,0.3,Covid
Pennsylvania,2022-01-01,0.06,Covid
Pennsylvania,2022-02-01,0.55,Covid
Pennsylvania,2022-03-01,0.29,Covid
Pennsylvania,2022-04-01,0.77,Covid
Pennsylvania,2022-05-01,0.58,Covid
Pennsylvania,2022-06-01,0.89,Covid
Pennsylvania,2022-07-01,0.57,Covid
Pennsylvania,2022-08-01,0.92,Covid
Pennsylvania,2022-09-01,0.02,Covid
Pennsylvania,2022-10-01,0.69,Covid
Pennsylvania,2022-11-01,0.3,Covid
Pennsylvania,2022-12-01,0.78,Covid
Pennsylvania,2023-01-01,0.97,Covid
Pennsylvania,2023-02-01,0.8,Covid
Pennsylvania,2023-03-01,0.33,Covid
Pennsylvania,2023-04-01,0.43,Covid
Pennsylvania,2023-05-01,0.36,Covid
Pennsylvania,2023-06-01,0.09,Covid
Pennsylvania,2023-07-01,0.78,Covid
Pennsylvania,2023-08-01,0.4,Covid
Pennsylvania,2023-09-01,0.4,Covid
Pennsylvania,2023-10-01,0.43,Covid
Pennsylvania,2023-11-01,0.35,Covid
Pennsylvania,2023-12-01,0.68,Covid
Pennsylvania,2024-01-01,0.72,Covid
Pennsylvania,2024-02-01,0.44,Covid
Pennsylvania,2024-03-01,0.52,Covid
Pennsylvania,2024-04-01,0.28,Covid
Pennsylvania,2024-05-01,0.71,Covid
Pennsylvania,2024-06-01,0.51,Covid
Pennsylvania,2024-07-01,0.46,Covid
Pennsylvania,2024-08-01,0.22,Covid
Pennsylvania,2024-09-01,0.33,Covid
Pennsylvania,2024-10-01,0.05,Covid
Pennsylvania,2024-11-01,0.46,Covid
Pennsylvania,2024-12-01,0.66,Covid
Rhode Island,2020-01-01,0.1,Covid
Rhode Island,2020-02-01,1.0,Covid
Rhode Island,2020-03-01,0.25,Covid
Rhode Island,2020-04-01,0.95,Covid
Rhode Island,2020-05-01,0.85,Covid
Rhode Island,2020-06-01,0.35,Covid
Rhode Island,2020-07-01,0.29,Covid
Rhode Island,2020-08-01,0.62,Covid
Rhode Island,2020-09-01,0.92,Covid
Rhode Island,2020-10-01,0.37,Covid
Rhode Island,2020-11-01,0.92,Covid
Rhode Island,2020-12-01,0.04,Covid
Rhode Island,2021-01-01,0.99,Covid
Rhode Island,2021-02-01,0.16,Covid
Rhode Island,2021-03-01,0.73,Covid
Rhode Island,2021-04-01,0.46,Covid
